code,sample,dream
"
#0431",vietnam_vet,"Eerily, none of the lights in my bedroom at Highland Place will work. I try to replace them but with glass stems, not metal bases, the new bulbs are useless. On the floor, as if thrown down and abandoned, sits a white wood shutter, the two panels, at right angles, glued in place. But all the windows have their shutters. Who put this one here? My dog saunters into the room, hopes up onto the bed, sheltering herself f in my arms. I talk to her, asking her what she wants. Outside, it's raining, stormy. When I open the door to my mother's room, I behold an extraordinary sight. In place of the white walled cubicle, with its triple window pane, compact twin bed, the little faux antique desk and ice cream parlor chair, the brown veneer bureau, there is instead a great dark hall, filled with exotic furnishings, foreign curios, fine costly rugs, travel souvenirs from around the world. Close by, completely still, with a towel or white cloth or veil covering his head, my brother sits quite and erect in a wing back chair. I look at the round clock high up on the wall. I say to my brother, ""Dave, it's nearly 2am, and she's not here."" ""Don't worry,"" he says, ""She'll be here."
"
#0434",vietnam_vet,"In a foreign country, possibly Mexico, I meet an older woman, prim and proper, and wearing an old fashioned straw hat. We decide to return to the hotel, but she will meet me there. After waiting in the spartan adobe-like room, with its sharp angles and perfect shadows, I grow impatient and leave. Careful not to be seen, I walk through a sun drenched adobe walled alley bordered by shrubs and trees, which leads to a verdant field. I levitate, at first rising inch by inch off the ground. Finally, gaining speed and height, I'm flying, following the path of railroad tracks a hundred feet below. In the distance, coming towards me, a train locomotive shaped like the fuselage of a C-123 cargo plane.[220] There is the roar of its mighty prop and jet engines, the sight of the immense black sphere painted on its nose. As we rush toward each other I let out a whoop of joy. Somehow, we do not collide. Once home, upon opening the door to my apartment, a grim, low ceilinged prison-like cell, I find my bed, nearly all my possessions, are gone. Where will I sleep? I'll have to buy a new futon. As well, the toilet has flushed all this time. Filthy water fills the deep ruts in the equally filthy cement floor. I walk out and enter the next door apartment. Windowless, but roomy, with a broad parquet floor, a spacious white painted bookcase, pastel painted walls, it resembles my Brooklyn apartment. A stocky light-skinned black man, his back toward me, busies himself straightening things up. ""I'm sorry,"" I say, ""I thought this was my apartment."" He doesn't mind, but grimaces when I tell him the apartment needs windows"
"
#0435",vietnam_vet,"In a bathroom similar to that at Highland Place, a tall woman, slender and attractive, her golden hair tied in bun, says she's my mother. Undoing her white terrycloth bathrobe, she bares her breasts. Immediately I want to suckle them. But she is cold, haughty, and leaves. Standing there alone, I'm frustrated, confused. The scene changes. On a bright clear day, at a field track whose seats are supported by white roller coaster-like scaffolds, which curve inward, like immense inverted ribs, I run laps. The golden haired woman runs close behind me. In a Dylanesque way I sing the words, ""Well, I don't mind...this whole 'Viet Naa ahm waaar.'"" To make running easier, I begin taking off my pants. Reaching forward, the woman helps me remove them"
"
#0441",vietnam_vet,"With two homeless women I share a below street level spartan room. There's tension here. Our belongings are scattered all around the cement floor. I reach a breaking point, go berserk, lift the women, their possessions, off the ground; like rag dolls toss them repeatedly down. One woman, cocooned in a tangle of dark curly hair, clothes and blankets, lays motionless, dazed. The other woman stares aimlessly into space. Outside, a woman from next door runs past the street level window. I start to leave, to walk up a long ramp, past the aimless woman, to tell our neighbors what I've done"
"
#0446",vietnam_vet,"In a dark walled corridor similar to My old high school, my brother and I reach for bags of food sitting atop a small shed. ""Who brought those here?"" I ask. My brother names the person. Each paper bag or cellophane sack contains a type of bread. There are fluffy rolls, white loaves, soft round pita, scraps of twisted salt pretzels. When I open that bag, the crumbs fall to the green floor, into the shed. Except for its white speckled linoleum tiles, inside the shed, which resembles the M's unfinished Ivy Street basement, it's dark, dank, forbidding. I kneel, pick up the scraps, which include squashed peas. Who will clean the floor? Sweep and mop it"
"
#0448",vietnam_vet,"At a summer day camp, I share a bunk with my brother's counselor, recognizable by his widow's peak, cleft chin, his stocky wrestler's build. In the darkened room, beneath the green Army wool blanket, as we sleep in the small bed, when Bob's arm touches mine, I inch away, imagine sex with Susan. The scene changes. I'm alone in a tiny room similar to one rented in Todos Santos. Is it the wind, is someone trying to enter through the single small window? I imagine hitting them while they're caught in broken glass. The next day, in the forest, on a dirt road, I'm trying to ride a too tall bicycle. The trick is to wheel forward, step on one pedal, then hop on. ""I'll get use to it,"" I tell myself. I pedal up a steep hill, coast down, then ride fifty yards down the straight road, back to Bob. But train tracks have replaced the road, and I imagine speeding up, trying to avoid the train behind me. I imagine being flattened, crumpled to death. I thank Bob for using the grunt photo taken in Song Be. I tell him that by placing it at the end, some people will connect the image with the other pictures of myself. Those few people will understand the deeper meaning of his film"
"
#0457",vietnam_vet,"On a desolate farm, in a dirt lot, a very dark young Indian man, with intense, almost unmoving eyes, attempts to keep up with a frisky chestnut foal. As the energetic horse rears up, kicks, bucks, gambols, the Indian tries to mimic the animals unbounded frolic. The foal changes, becomes part kangaroo, its face, especially its emotive eyes, almost human. I imagine saying, ""Talk to me. Talk."" A few bees circle around us. Then a swarm of yellow jackets, their distinctive yellow and black abdominal bands clearly visible. While some people panic, I repeatedly swipe the air with large books or mats, which scatter the insects, and leave faint corkscrewing clouds in their wake. Close by, the moment a short older man and his wife depart from their 1950s house, something enters my ear. As if I'm underwater, my hearing becomes muted. The man asks if I'm OK. I tell him sort of, and shake my head to clear it, which helps to restore my hearing, though not quite all"
"
#0460",vietnam_vet,"At night, as people leave, I'm standing in a field, a pasture, part of a large dairy farm. I've said good-bye to Chris D, to other friends, tried to pet the exotic dog, part Dalmatian, part hound, with its tufted orange ears. For their presentation, the new farm team, the family who oversee the farm, quickly assemble a barrier constructed of flat wood. As people gather in front of it, I look about. In the once empty field, twenty or thirty cows stand twenty or thirty meters apart. To no one in particular I say, ""Cows everywhere."" Dressed in blue overalls, a stocky, muscular woman, the mother of the family, the boss of the farm, who resembles Lisa K, though her features are shiny and hard set, like molded plastic, begins to speak. In a dramatic voice, she describes a ferocious cow. As she continues, from behind the wood wall, a half dozen doll heads, impaled on sturdy wire, rise up, to the accompaniment of suspenseful music. The scene changes. I'm lying on a mattress with a much younger woman who resembles Lisa K. The farm family, though they wonder about our age difference, have provided this bed. In fact, there is nothing between us. As we lay beneath the warm blanket, the stars overhead, vividly, the girl recalls the man who seduced her, having seduced another woman moments before. After a time, losing interest in her complex story, I say, ""I'm sorry this happened to you."
"
#0463",vietnam_vet,"I'm part of a bombing mission over India. As we approach the target, the mission changes. What's happening? Why? All at once, the bomb bay doors open, like bowling pins, the bombs drop. I see the earth engulfed in a bright orange cloud, but there is no noise, no expanding shock wave. The bomber lands. The bomb bay doors open. On the ground, I speak to an Indian man who asks if we'll be back. I tell him no. I tell him that HQ says the images are good, they have given us a new appreciation of India. Looking directly at this gaunt middle-aged man, I tell him, ""I'm glad we met. I hope the war ends soon."
"
#0015",hall_male,"I was on a beach, and a storm was coming up. There were many people with me. All were friends, but none of them were associated to me in reality. A storm was coming up, and everybody was scurrying for safety. It was a threatened storm of hurricane proportions. I ran, calling my little son (2) out of the water, and started up a long fire escape-like stairway leading up a cliff off of the beach carrying the boy. The fragile stairs were sagging and falling apart in pieces, and I kept crawling up and up, carrying my son. Then I was at the top, and the wind died down, and I was in a big house with more people (friends with no names), and I wondered where my father was. I was sure that he had been trapped on the beach and that the stairs were destroyed before he could get away. I ran to look, and when I got to the cliff he was just coming over the edge. I asked him how he did it, and he said it was easy"
"
#0020",hall_male,"I was on a train in Hawaii, and as I remember, I was in the army, because there were all men on the train. As the train passed by a pier, I remember showing someone standing near me my ship. I did not dream that I was on the ship at any time. As the train progressed, we passed huge piles of scrapped equipment. Large number of men would jump off the train and attempt to hide in the scrap piles, and armed guards roamed through the scrap piles and found the men almost as soon as they had hidden. I do not know where the train was going nor why I was on the train. I remember that I tried to escape from the train and hide, why, I do not know, unless it was because so many others were. I was successful in finding a place to hide, I remember running into an old barracks building and thinking that it was a good place to hide because somehow I knew that the guards wouldn't search in the building"
"
#0026",hall_male,I was with a girl who may have been my wife. We were wandering around in a triangular plot of land bordered by railroad tracks at two sides. I was looking over the land to determine its possibilities for shooting (possibly hunting). I was very doubtful about my reasons for doing this or why I had chosen this plot to look over. Then I started to discuss my plans with the owner of the land who was a railroad official. I remember the plot of land as being located near the East Cleveland Station where I had sometimes played when I was a boy
"
#0036",hall_male,"I was standing in a railroad station. The location of the station was unknown to me, and all I noticed about it was that it was very bare and desolate. There was a great crowd of people in it, but I could not distinguish any of their features. As I stood there, I saw a man in an Army uniform of the first world war. I was puzzled because I could not distinguish his rank. On one sleeve he a had a red major's star, and on the other sleeve he had a gold and black private's stripe. I was looking for someone but could not find anyone due to the large group of soldiers that were boarding the train under the direction of this one soldier described before. As I watched, a soldier came running up to the station and just managed to board the train as it pulled out of the station. The thought struck me that the soldier was a girl that used to live next door to us, but had moved many years ago. I began to chase the train yelling that the last soldier was a girl and did not belong on the train"
"
#0047",hall_male,"This dream is very vague in my mind. As I remember it, the dream had some connection with being in a room (I think there were others in the room) and a very good friend of mine (f, 20) who was recently married entered the room. As I looked at her I immediately noticed that she was pregnant. I was very happy to see her, but I could hardly recognize her. As I approached her and looked at her, it was not really the original girl who I thought I recognized, but another friend of mine (f, 20) who was just recently married. I remember we greeted, and then entered an empty room where we sat on the floor and talked. I do not remember the contents of the conversation. I think we discussed the young lady friend of mine whom I recently broke up with"
"
#0050",hall_male,"I could hardly forget this dream as it involved the young lady I was extremely interested in at the time. The dream was merely this. I apparently was standing on the street, and she approached me. Very passively she walked up to me, and without any greeting she said that she would like me to see her engagement ring -- extending her arm as she spoke. As I looked at the ring, I couldn't even feel involved by sentiment. In the dream I was at that time concerned by the fact that I was not overcome by emotion nor was I angry"
"
#0056",hall_male,"It seems that we were having a party at my house. Among other guests, there were two nuns and two fathers. They, with the other guests, were drinking beer from copper of pewter mugs. I noticed that beer kept spilling on the bare floor in the corner near a table. For some reason this was rather disturbing, so I went for a walk. The next thing I remember I was walking through a long tunnel. It was like the tunnels that connect the various lines in the large ""metro"" (subway) stations in Paris. I came out on Euclid Ave. in front of Moe's. I walked around on Euclid and then reentered the tunnel. I returned home to find the party over and the house quiet"
"
#0073",hall_male,"I was walking down Euclid Ave. There was a dog closely resembling the dog I mentioned in a previous dream (Brownie). Yet I realized in the dream that Brownie was dead, and that this wasn't the same dog. This dog was lying on his stomach, and when I first approached him, he may have snarled or at least he looked mean or unfriendly. As I began to pet him, he turned over on his side and his back as dogs often will do. Even while I was petting him, I felt that I couldn't trust him completely, and that he might bite me. The dog seemed to enjoy my petting and scratching him. Though I felt he might bite me, the fear of being bitten was very small, but there was a fear. I had a candy bar in my pocket, and as I rose to leave I felt that the dog wanted this candy bar (a Baby Ruth). However, I didn't want to give the dog this candy bar, and then I told him that he couldn't have it. I then left and proceeded west down Euclid Ave. on my way I believe to a typing class which I am now taking at John Hay three nights a week"
"
#0089",hall_male,"Herb, a friend of mine, had borrowed my car in order to transport some movie equipment. As he drove the car off, he misjudged the height of a low steel bridge; the car struck the lower part of the bridge, damaging the top of my car quite severely. Angered, I pushed my way into the car and demanded that Herb let me drive. We got underway, but the car behaved in a crazy fashion. It weaved all over the road. The brakes would not work, and there was no pick-up. Driving into the parking lot at home, I noticed several cars parked in front of my garage, so I was unable to park my car (which further irritated me). My sister then approached, glanced at the damage to my car, and began to insist loudly that our parents would not help to pay for the repairs. Angrily, I told her that I didn't expect anybody to help me with the repairs -- that I would pay for them myself"
"
#0096",hall_male,"I was on a Mayfield streetcar, going to school. It was morning, but very dark and stormy. Actually it was dark as night. I suddenly realized I had forgotten a very important book and would have to turn around and go back; I got off the streetcar at the corner of Euclid Heights and Mayfield and waited for a bus. It was raining very hard, and I was afraid that it would not come. Luckily a bus came quickly, but it went down Euclid Heights Blvd. instead of turning on Mayfield. Another bus came behind it, however, and I got on. Then I had gotten off the bus and was back again and had the book under my arm. The bus came, and I got on. I felt relieved because I would be on time"
"
#0104",hall_male,"I was seated in the living room of a girl (19) who has slept with me in the past. A friend of mine (m, 20) was there as were the girl's parents. I next found myself seated at the dinner table with the girl and another man (22) who was blackballed two semesters ago from my fraternity. I found myself cutting and heating his hand, instead of the food which was on my plate. I was impressed that he felt no pain. After dinner, we returned to the living room and then left her parents there and went to her bedroom. As we were going to bed, I noticed my friend coming into the room. I took a shot at him with a gun I found by the bedside. Suddenly this other man (the one who had been blackballed) leaped into the room and attacked me with a knife. I was terrified"
"
#0118",hall_male,"A rich ran came to me on the street and showed me a suitcase full of money. He assured me that there was a million dollars in the case. He said the money is yours if you can tear this phone book In half. If you can't I will kill your mother and father. I took him up on his wager, confident of my strength. The phone book had these rubber pages which made it stretchable but not tearable. Finally upon giving up no more strength in arms, the news came that father and mother had been murdered. I vowed I would spend the rest of my life in attempting to catch the tempting villain"
"
#0121",hall_male,"I recall taking an examination. It seems the examination is to be very long and the time allowed short. I remember talking to a girl sitting next to me in the examination and telling her that it is no use to try and answer all the questions since everyone will fail no matter how much they complete. However, I myself am trying to complete as much as I can. The room is apparently filled with other students but they are not clear and it seems that the only people I can clearly make out are the girl sitting next to me and a man instructor standing in the front of class"
"
#0122",hall_male,"I was playing volleyball. It seemed that the game was held on the lawn of a cousin's house. The other participants were unknown to me however we seemed to be talking back and forth. Then we all entered a house which apparently belonged to my cousin, however I have never seen this building before. We all sat down and indulged in various activities some listened to the radio, others danced, while still others just sat and had something to drink. I recall holding a glass of something in my hand, but I don't believe that I actually drank any of the contents. After this some of the people announced they were leaving. I decided that I should stay for the night. There were members' of both sexes present"
"
#0123",hall_male,"The dream included two girls and a boy whom I know. One of the girls was quite a close friend of mine. However, about two weeks ago I had a misunderstanding with her and the situation remains somewhat tense. In the dream this girl seems to question me about trivial things that I can't recall. Then the other girls enters but says very little. The boy enters and he also remains quite untalkative. This girl and boy then sit down and listen to the first girl question me. Finally, I take the girl by the hand, but she still continues to quiz me"
"
#0124",hall_male,"The dream took place in my own home. It seemed that a strange man was living in our home. I do not know the identity of this man, nor does he resemble anyone with whom I am acquainted. However, the strange man was apparently mixed up in some type of questionable business. Whenever I tried to question him he gave me evasive answers about himself. Finally this man said that he was going to take over our home and our family must comply with his wishes. At this point my father entered the house and drove the strange man out by force"
"
#0127",hall_male,"I was in the sitting room of a suite in which I lived 8 years ago. This was an apt. house in N.Y. I was I at the window for the purpose of telling my sister (27) who was on the opposite street (3 floors below) something which I cannot recall. However, I shook my head from side to side but my sister did not understand that I meant no to whatever matter was concerned. Whereupon I lifted the window, which was already partly open, to shout the answer and thus be understood. On the ledge (outer ledge) of the aperture were two handbags one of which (a green one) I recognizes as my sister's. In leaning out, I brushed this bag so that it started to fall to the street, but I caught it. When I had opened the window I still did not speak but shook my head as before"
"
#0128",hall_male,"I needed money and sought to regain money which someone owed me. I went to the man's house with my parents. I got the impression of luxury. The man was there with his wife. He was in his middle ages and a small man. He explained that he had a special cleansing or sterilizing bath for his guests (for his and our protection I thought). When I asked about the money he was willing to lend it to me (about $1,500) for a couple of months at 50% interest. I felt very outraged or rather unbelieving. I wanted the money to finance a play which I felt had the makings of a drama or a musical"
"
#0140",hall_male,"I don't remember where I was, except that I must have been in a rather small room. I was in an argument with one of my fraternity brothers. Somehow he fired an air rifle (I did not see him. I just knew he had fired it.) and I received a hole in my eyelid which I thought extended some distance into my head. I made quite a commotion of this to whomever was standing around. Next, I was waiting for a bus at a place where I had often waited in the past. There were two other men with me but I do not know who they were. The hole in my eyelid was still there"
"
#0141",hall_male,I was on a highway in a car and was being chased by someone. Another person of my age was with me. We figured that we could get to a certain house before the individual who was chasing us could. At this point some thought came into my head about a motor cycle but I was unable to remember what it was about. We beat this person or persons to the house. In this room there were several other people who I knew. The group was made up of boys and girls my age. We sat there with some revolvers and waited for the men to arrive. My revolver was shaped like a cigarette lighter. When the men arrived everyone gave up their guns except me. I thought that I better keep mine in case of trouble
"
#0145",hall_male,"I got up from bed to go to class. I found myself climbing up a hill with some fraternity brothers. We were looking for a place to go to eat breakfast. One guy told me we were going over to my roommate's house to eat. I said, ""Do they serve meals?"" Then I remembered that they had the best meals in town. I was in a car riding through a forest. With me there a few other guys my age. We saw a bear along side of the river which ran close to the road. I said look at the bear, It was probably washed up by the flood. Went on further, and I saw a pheasant. I said look at that pheasant and what's that behind it? It looks like a chicken hawk. The chicken hawk was sneaking up on the pheasant. As we went on I saw more pheasants. Before we got on to the main road leading to town, we stopped the car in order that some of the guys could get completely dressed. It irritated me that they didn't finish dressing before we left the house to go to eat"
"
#0151",hall_male,"My father, brother (17) and I were traveling to Toledo (actually the road was to Buffalo) in our car. We stopped at the house of an acquaintance of my father's and looked in the window. A party was going on. We went in and were invited to stay. I started to flirt with some girls of my own age (strange to me) and sat down with one of them. She got up when I started to make love to her. Another girl (wearing nothing but an open vest and a skirt) sat down with me and flirted. I caressed her breasts"
"
#0153",hall_male,I was a spy in a house in which there seemed to be a party. I didn't know why I was spying. I sat on the edge of a chair in which a man was sitting and decided to pretend to be a woman. I flirted with him and then left for the bathroom. On the way through the kitchen I saw some coffee and yelled to the man to ask him if he wanted some coffee. The house was the one in which I lived as a child. I went to the bathroom and undress. A woman knocked at the door and asked for something. I handed it to her through the door (opened a crack). The man was about 26 and a stranger. I didn't see the bathroom door but I I felt that she was in her twenties and a stranger
"
#0162",hall_male,I So to the house of a music teacher to take lessons. On the wall he has a chart (like an oculist's letter chart) with which he is going to test my musical ability since I have never taken lessons before. These charts have pictures on them. For example one shows a rocket and the question is whether I know how the rocket works. He also asks me whether I know Spanish. Later I ask him whether with the violin or the piano and he says that we'll begin on the reed instruments. I am very nosy in his house and examine all the papers on his desk
"
#0168",hall_male,"I was sitting in a drug store eating a sundae with a bunch of young people whom I don't know. I began to talk with one of the girls who was interested in going to Israel. While coming to the drug store we had passed a huge building that was in the process of being built by the most modern methods and I made an aside that I wish we could build as quickly in Israel. The girl started to talk about this when we were in the drug store, and I mentioned to her that we didn't so much need skilled engineers and contractors as we did good fast workers, bricklayers with experience, etc., and also modern equipment. She agreed with a me and said she would try to learn bricklaying"
"
#0171",hall_male,"A gangster is running berserk through the streets shooting everybody in sight, and getting a. great deal of pleasure out of it. Then suddenly the gangster merges into myself and I find myself running to avoid retaliation by the law. I am no longer berzerk but quite rational, and seemingly able to understand the full consequences of what I had done. I remember that one of the people I had shot with a sub machine gun was a fraternity brother of mine whom I disliked a good deal. I recalled that I had kept on shooting, but that he just wouldn't die. Finally he did. I had the feeling of relief. I did not want to be caught, so I tried to shoot myself, but that didn't work. Then I tried to take arsenic, and was conscious of a terrific pain in my side (presumably from the poison but I couldn't die. Then I began to think of how happy I had been in the last few days, and I didn't want to die. Somehow the police didn't know it was me who did the killing and I was going to bluff them out"
"
#0174",hall_male,"As the scene opens I seem to be balancing a while sitting down. After a few minutes I decided to stand up and balance it from a standing position on the edge. All of a sudden, two large boats came into the picture and I tried to go around them. Then everything turned into large boats in a sort of a maze. At first they were all friendly toward each other, and then the first two large boats became hostile over something. I tried to tell the captain of the first boatsomething helpful about the other boat, but he refused to listen. I had a feeling of disgust and anger, and turned to join sides with the other boat. I was refused here also, but another man who resembled a casual friend of mine was welcomed aboard. He laughed loudly and boarded the ship"
"
#0175",hall_male,"I was staring at a football when for some reason it turned into a sheep. It was a full size sheep with a sheep's body, but its neck was made of the lace of a football. The lace, however, had been bent, as often is the lace of a football, and the sheep's head seemed to be too heavy' for the bent lace. In the dream I loved the sheep and would continually hold it and pet it. As long as I held the sheep and loved it, the lace neck held up the head. When I stopped holding it, the head would fall down again. I had the feeling of being quite worried about the poor bent neck and a fear of letting it go because the head would fall off. I wanted very much to do something about it, and felt very bad when I couldn't"
"
#0188",hall_male,"I was on a bus going through New York City. As we approached the country a woman guide of about 30 said that we should notice something high up on a mountain. I had an aisle seat and crawled into the aisle, putting my head next to the floor in order that I might see the top of the mountain to see what the guide told us to notice. I still couldn't see the object of interest. This made me feel cheated as everyone else in the bus was exclaiming at the beautiful sight and I was the only one to miss the view"
"
#0194",hall_male,"I own a new Chevrolet. I drove it around the corner and then parked it near by a house I lived in 10 years ago. When I came back, I discovered the car was missing. I then realized I had forgotten to remove the key. After a while I went to the house I used to live in. It was a double house and I knew the people who lived downstairs. I asked her if she knew anything about the car. She didn't. As I was leaving, the lady upstairs called to me and told me the police were holding t he car and it would cost $70 to regain the car from the police"
"
#0197",hall_male,"My mother gave me some christmas cards and other articles to deliver to our neighbors. It seems that some of the cards had been delivered to our house by mistake. I started out and delivered them to the various houses, which were all familiar, but the people didn't seem to be anyone whom I knew. It was snowing out and I remember that I wasn't too happy about the weather. After delivering the last letter or package, I'm not sure which it was, I had a golf club left and no one to take it to. Therefore I began walking toward town; here an automobile pulled up beside me and I began talking to the man, who was no one I recognized, about golf and the activities of the country club. Suddenly the scene shifted and I was on the golf course watching the golfers. It was a happy feeling, no responsibility, and I seemed to be in my element. Then I went up to the club house. The club house seemed fascinating to me, just like It did when I was bout 6 years old, and I enjoyed being around it as if it were some sort of pleasure which I haven't felt for years. Then I went into the club house and my brother was playing the slot machines, which I disapprove of. However, when I entered, he had a great stroke of luck and money (nickels) was coming from every one he played. We filled our pockets and then left"
"
#0199",hall_male,"I was, living here in Cleveland in a fraternity house, but it was located in a downtown section. My fraternity brothers were fellows I used to know back home except one who I remember as being a fellow I know from Cleveland. I was upstairs cleaning up around. Then I came downstairs and found a lot of colored people there. Right away I noticed they had lipstick on, and this struck me as being peculiar. I couldn't help staring; once when I noticed that I was watching them, they attempted to hide their faces, some did at least. There were a bunch of dogs with them also. The dogs had fleas or something and were spreading an epidemic of disease in the neighborhood. I realized that I had to get serum to stop the epidemic. I didn't know where to get the serum. I had no transportation and went back to the fraternity house, but no one had any transportation. One fellow lent me his bicycle, so I started. I went about one block and saw a buddy of mine driving a bus, so I laid my bicycle down and asked him to take me. He said he couldn't, so I went back to get the bicycle and someone had stolen it. Finally another friend came by in a car and I got in. We started off"
"
#0207",hall_male,"I was in a gym, running around and jumping. Suddenly I ran into a small boy about 3 or 4 years old. My knee hit his mouth and a tooth of his was broken. He started to cry and I picked him up to soothe him. His parents came up and I paid them for the dental work that I guessed had to be done (there probably would be none, but I still gave them money). Later I found out that one of my front teeth was loosened and would have to be removed. My aunt (30) and uncle (33) came with me to a dentist and it was done"
"
#0215",hall_male,"I was standing in front of the school cafeteria and somehow pricked my finger. Then I was suddenly standing in front of the fireplace at the frat house. My finger was sore so I tied a string around it in order to see it more clearly. Then I saw what I thought was a very short hair right under the surface of the skin of my finger. I tried to pull it out but it began to more and went through my hand, up my arm and to my shoulder. As it began to move I saw that it had an illuminous head. this particular night it was my turn to help with the supper dishes of the frat house. I told one of the boys I would have to wash the dishes then because I had to see a doctor about the thing in my finger. We walked out into the backyard which looked like a desert. There were dishes on all sides that had to be washed but none were dirty. After a short while I got the dishes washed, borrowed a red bicycle and left for the doctor's office"
"
#0219",hall_male,"At the start of the dream I was sitting at a table with my parents eating mashed potatoes. The table was out in the street in front of our house. On each plate was a pile of potatoes about three feet high and I imagined that these potatoes were made from the insides of snakes. I then saw an automobile coming down the street and wondered how it would get past the table. The scene then changed. My car was parked in a vacant field and I had lost the keys. I spent a long time looking for the keys but never found them. I then noticed that both of the rear tires were flat. I fixed the tires, but my father ridiculed me since I didn't have any keys to operate the car. Again the scene changed. I was in Korea operating a side show. My act involved the use of two serpents. I would twist and contort one of the serpents while the other rested. I would then repeat the act with the other serpent"
"
#0221",hall_male,"I was being chased for what seemed a long time. At times I was running and other times I was in an automobile. My pursuer seemed to change from one person to another; however I could recognize none of them. The pursuer was male. Finally I entered the house where I lived and in so doing found that I was cornered. Suddenly I found my service pistol (.45 cal., automatic) in my hand. As I was running up the stairs to escape I turned to shoot my pursuer. At that time his visage became clear. He was a professor of mine from the physics department of the university. I tried to pull the trigger, but it seemed frozen. As I tried to pull it with the use of both my hands, I was about to be pounced on. At that point I awakened"
"
#0229",hall_male,"Again, this is a dream occurring just before waking in the morning as it was probably quite flexted to my will. I am in the American army and we are again at war with Germany. I am captured and imprisoned somewhere in Germany. I escape and most of the dream consists of my eluding the Germans, trying to use my one year of German effectively. Among the escapades, I resort to wounding my face with a piece of glass so as to disfigure my face making me unrecognizable. I come back to America in the uniform of a German soldier who I killed to get his clothes and paper (America is conquered). Here I act as the soldier and am able to reside at home where I try to help my family and aid the underground"
"
#0230",hall_male,"All the students of Cleveland (high school and college) were to have a peace meeting in a stadium outside Cleveland. The procession was led by Dr. Millis and all the major theological leaders of town. We all wore white robes and marched down Euclid Ave. in a formation resembling a large cross. We met at Adelbert Rd. and Euclid at 4 in the morning and were to arrive at he stadium about 12 noon. We had a good time on the way telling jokes and kidding. When we reached the stadium, it was bounded by three churches, Jewish, Catholic, and Protestant. We ate the lunches that we had packed and then we listened to very interesting speeches by prominent theologians and the presidents of the colleges. Afterwards we came back in trucks and slept the rest of the afternoon. Of the speeches the best was given by a young intelligent looking priest. (I am protestant."
"
#0232",hall_male,"I went to my dentist's office to get my teeth checked. He looked into my mouth and drew a picture of what my teeth looked like. I looked at the picture. The teeth had brown patches on the tops of them. That is, looking down at the crown of the teeth, they were brown on top. One molar had a large cavity in it. I asked him the price of fixing the teeth and how many needed fixing. He said 12 were in need of fixing and had to be pulled out. It would cost $160. I then told my mother. The alarm rang for me to get up"
"
#0241",hall_male,"I was with two other friends both male and we were all coming out of Gruber's Bar when I saw a red Jaguar parked by the road. I informed my friends that I could start it so why didn't we take it. So we did but not with malice, but more as a thrill. I then became aware of the fact that there was only room for four to sit in the car. (A real Jaguar only has room for two but this had a rumble seat.) This then meant to me that if we picked up some girls there would not be enough romo in the car. The next thing I recall is that there were only two of us in the car, the driver and myself"
"
#0242",hall_male,I was washing in a bathroom at what in the dream was the Waldorf but couldn't have really been because it was much too shoddy. There was another boy in the bathroom who was also washing. (This bathroom went with our room.) Suddenly a woman materialized in the bathroom beside me. I dropped the soap in the washbowl and splashed her slightly. I apologized for my carelessness. As I was leaving I noticed that all she had on was a thin nightgown. I diverted my gaze from her because I was embarrassed at her dress and also because I had splashed her. I got into what had been my bedroom. It was filled with beds in which were young boys about 10 or 11 altogether. The dream ended
"
#0244",hall_male,"I was riding out a road in Bob's car. The road ran beside a lake and I noticed that many large turtles were immigrating from the lake to the fields on the other side of the road. There seemed to be two different types of turtles, land and sea. I asked Bob to stop the car so I could catch some of them to take home. They were very large, about a foot and a half in diameter. I caught two and put them in the trunk of the car. Then I went after some more, but when I came back to the car the two I had put in the car were dead and I was very disappointed because they seemed to be so completely dead"
"
#0261",hall_male,"I was swimming in a pool that I had frequented this summer. There were a great many girls swimming too and when I looked at them I noticed they didn't have any bathing suits on. I went underneath the water and one of the girls followed me and there was a bed on the bottom of the pool. After I had satisfied myself with one girl another came down to the bottom of the pool. This went on for a long time until I could no longer stay underneath the water. I started to dry myself after leaving the water and all the girls gathered around and blew hot air on me until I was dry. It was a wonderful sensation and I lay down on the grass and all the girls surrounded me and started to sing softly in my ears while they stroked my body with soft, gentle hands"
"
#0263",hall_male,I was walking across the street and a car hit me although I felt no pain. I was lying in the street and my legs wouldn't move. An older woman came over to me and tried to help me up. I became very frightened and didn't want her to touch me. I tried to struggle against her picking me up but I only fell down again. Another woman and then a whole flock of people came over and tried to help me. They lifted me up and started to carry me like they do a baseball player after knocking down the game winning run. I started to feel better but then I broke away from them and started to run. Nobody seemed to chase me and I slowed down to a walk but then I didn't know where I was walking to and I became afraid and it was dark all around me so I couldn't see
"
#0265",hall_male,"I was walking along a deserted street in a small town. It was about seven in the evening and starting to get dark and I thought people were staring at me from behind closed windows and doors. There was an unnatural quiet in the air and the only sound I could hear were my shoes scraping the cement. All of a sudden a shuttered window opened and a gorgeous girl, unclothed, beckoned to me. I wanted to run into the house where she was staying, but something was preventing me. My feet just couldn't move because all the people were shouting and calling me names. They told me not to go. The girl was pretty and I wanted to go with her very badly but my feet could not move"
